timestamp,dashboard_name,dashboard_avg_response_time,panel_id,panel_name,dashboard_status,dashboard_success_rate,panel_status,panel_success_rate,panel_avg_response_time,time_range,vus,vus_max,iterations
2025-11-02 21:34:00,Apache Overview,44.50,,,'200',100,,,44.50,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,51.64,,,'200',100,,,51.64,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,54.42,,,'200',100,,,54.42,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,139.64,,,'200',100,,,139.64,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,142.53,,,'200',100,,,142.53,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,142.77,,,'200',100,,,142.77,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,144.68,,,'200',100,,,144.68,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,143.02,,,'200',100,,,143.02,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,241.93,,,'200',100,,,241.93,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,242.83,,,'200',100,,,242.83,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,244.23,,,'200',100,,,244.23,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,184.50,42,Untitled,200,100,200,100,184.50,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,195.45,42,Untitled,200,100,200,100,195.45,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,100.97,42,Untitled,200,100,200,100,100.97,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,188.54,42,Untitled,200,100,200,100,188.54,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,100.22,37,No. of Servers,200,100,200,100,100.22,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,194.45,42,Untitled,200,100,200,100,194.45,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,195.44,42,Untitled,200,100,200,100,195.44,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,200.72,42,Untitled,200,100,200,100,200.72,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,197.49,42,Untitled,200,100,200,100,197.49,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,206.04,42,Untitled,200,100,200,100,206.04,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,209.09,37,No. of Servers,200,100,200,100,209.09,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,211.07,37,No. of Servers,200,100,200,100,211.07,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,295.35,42,Untitled,200,100,200,100,295.35,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,200.95,43,Total Requests,200,100,200,100,200.95,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,310.73,37,No. of Servers,200,100,200,100,310.73,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,212.86,37,No. of Servers,200,100,200,100,212.86,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,212.21,37,No. of Servers,200,100,200,100,212.21,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,398.28,42,Untitled,200,100,200,100,398.28,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,299.89,37,No. of Servers,200,100,200,100,299.89,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,196.41,43,Total Requests,200,100,200,100,196.41,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,303.82,37,No. of Servers,200,100,200,100,303.82,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,201.75,37,No. of Servers,200,100,200,100,201.75,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,112.52,37,No. of Servers,200,100,200,100,112.52,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,202.12,43,Total Requests,200,100,200,100,202.12,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,20.05,43,Total Requests,200,100,200,100,20.05,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,95.31,43,Total Requests,200,100,200,100,95.31,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,90.42,43,Total Requests,200,100,200,100,90.42,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,97.99,43,Total Requests,200,100,200,100,97.99,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,193.87,43,Total Requests,200,100,200,100,193.87,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,109.16,37,No. of Servers,200,100,200,100,109.16,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,195.44,48,HTTP Failure Percentage,200,100,200,100,195.44,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,189.66,48,HTTP Failure Percentage,200,100,200,100,189.66,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,389.81,43,Total Requests,200,100,200,100,389.81,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,389.73,43,Total Requests,200,100,200,100,389.73,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,407.52,48,HTTP Failure Percentage,200,100,200,100,407.52,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,281.96,48,HTTP Failure Percentage,200,100,200,100,281.96,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,204.20,53,Alert Summary,200,100,200,100,204.20,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,309.87,48,HTTP Failure Percentage,200,100,200,100,309.87,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,308.88,48,HTTP Failure Percentage,200,100,200,100,308.88,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,302.57,43,Total Requests,200,100,200,100,302.57,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,307.43,48,HTTP Failure Percentage,200,100,200,100,307.43,15m,11,11,11
2025-11-02 21:34:00,Apache Overview,297.60,53,Alert Summary,200,100,200,100,297.60,15m,11,11,11
